13.869,-4.809,-34.86
13.945,-4.6603,-35.065
14.02,-4.5096,-35.268
14.095,-4.3569,-35.469
14.171,-4.2025,-35.668
14.246,-4.0462,-35.865
14.322,-3.8883,-36.06
14.397,-3.7288,-36.253
14.472,-3.5677,-36.445
14.548,-3.4051,-36.636
14.623,-3.2412,-36.824
14.698,-3.076,-37.012
14.774,-2.9096,-37.198
14.849,-2.7421,-37.383
14.925,-2.5736,-37.567
15,-2.4042,-37.75
